"datum"~"aantal"~"fruitsoort"~"lat"~"lon"
"461"~2015-09-16~4~"druif"~50.9406762~5.7695516
"468"~2015-07-16~0~"druif"~51.4012778~5.3955326
"469"~2015-09-16~39~"druif"~51.4012778~5.3955326
"483"~2015-07-16~0~"druif"~52.2905977~4.8818456
"485"~2015-07-01~0~"druif"~52.2905977~4.8818456
"488"~2015-09-16~10~"druif"~52.2905977~4.8818456
"497"~2015-09-01~5~"druif"~52.3009947~5.6009838
"499"~2015-09-16~8~"druif"~52.3009947~5.6009838
"501"~2015-10-01~85~"druif"~52.3009947~5.6009838
"502"~2015-08-16~1~"druif"~52.3009947~5.6009838
"504"~2015-10-16~16~"druif"~52.3009947~5.6009838
"505"~2015-08-16~6~"druif"~52.0204049~6.1944611
"506"~2015-07-16~0~"druif"~52.0204049~6.1944611
"508"~2015-10-01~9~"druif"~52.0204049~6.1944611
"509"~2015-09-16~71~"druif"~52.0204049~6.1944611
"510"~2015-08-01~0~"druif"~52.0204049~6.1944611
"511"~2015-09-01~4~"druif"~52.0204049~6.1944611
"512"~2015-10-16~26~"druif"~52.0204049~6.1944611
"552"~2015-07-16~0~"druif"~52.6322317~6.3283564
"553"~2015-07-01~6~"druif"~50.8492077~5.7033956
"556"~2015-09-01~150~"druif"~50.8492077~5.7033956
"562"~2015-07-16~1~"druif"~51.0836735~5.9645736
"566"~2015-08-01~0~"druif"~51.0836735~5.9645736
"568"~2015-07-01~0~"druif"~51.0836735~5.9645736
"588"~2015-08-01~0~"druif"~52.7701775~6.525275
"589"~2015-07-16~0~"druif"~52.7701775~6.525275
"601"~2015-10-16~5~"druif"~50.3458893~5.5560977
"602"~2015-07-16~0~"druif"~50.3458893~5.5560977
"603"~2015-08-01~0~"druif"~50.3458893~5.5560977
"604"~2015-10-01~6~"druif"~50.3458893~5.5560977
"605"~2015-08-16~12~"druif"~50.3458893~5.5560977
"606"~2015-07-01~0~"druif"~50.3458893~5.5560977
"607"~2015-09-01~37~"druif"~50.3458893~5.5560977
"608"~2015-09-16~13~"druif"~50.3458893~5.5560977
"618"~2015-09-01~8~"druif"~51.3683722~4.978621
"619"~2015-07-01~0~"druif"~51.3683722~4.978621
"621"~2015-09-16~57~"druif"~51.3683722~4.978621
"622"~2015-08-01~0~"druif"~51.3683722~4.978621
"623"~2015-07-16~0~"druif"~51.3683722~4.978621
"624"~2015-08-16~3~"druif"~51.3683722~4.978621
"626"~2015-09-16~9~"druif"~51.5178492~4.7002117
"627"~2015-08-01~4~"druif"~51.5178492~4.7002117
"629"~2015-10-01~16~"druif"~51.5178492~4.7002117
"630"~2015-07-16~1~"druif"~51.5178492~4.7002117
"631"~2015-08-16~7~"druif"~51.5178492~4.7002117
"632"~2015-09-01~0~"druif"~51.5178492~4.7002117
"636"~2015-10-16~0~"druif"~52.2146358~5.9360714
"637"~2015-08-01~0~"druif"~52.2146358~5.9360714
"644"~2015-10-01~0~"druif"~52.4121755~6.6699433
"646"~2015-09-16~7~"druif"~52.4121755~6.6699433
"673"~2015-09-16~37~"druif"~51.8772329~5.8394847
"674"~2015-07-01~0~"druif"~51.8772329~5.8394847
"675"~2015-10-01~77~"druif"~51.8772329~5.8394847
"677"~2015-08-01~3~"druif"~51.8772329~5.8394847
"678"~2015-07-16~2~"druif"~51.8772329~5.8394847
"679"~2015-09-01~5~"druif"~51.8772329~5.8394847
"680"~2015-08-16~18~"druif"~51.8772329~5.8394847
"689"~2015-07-16~0~"druif"~51.1515817~4.085332
"690"~2015-09-16~0~"druif"~51.1515817~4.085332
"693"~2015-08-01~0~"druif"~51.1515817~4.085332
"695"~2015-09-01~0~"druif"~51.1515817~4.085332
"697"~2015-10-01~5~"druif"~51.0167064~4.8841908
"698"~2015-10-16~24~"druif"~51.0167064~4.8841908
"700"~2015-09-01~14~"druif"~51.0167064~4.8841908
"701"~2015-09-16~25~"druif"~51.0167064~4.8841908
"702"~2015-07-16~0~"druif"~51.0167064~4.8841908
"703"~2015-08-01~0~"druif"~51.0167064~4.8841908
"704"~2015-07-01~4~"druif"~51.0167064~4.8841908
"713"~2015-10-16~1~"druif"~51.9745319~6.2604982
"715"~2015-07-01~0~"druif"~51.9745319~6.2604982
"718"~2015-10-01~1~"druif"~51.9745319~6.2604982
"720"~2015-09-01~8~"druif"~51.9745319~6.2604982
"729"~2015-07-16~0~"druif"~50.8184901~3.4610935
"731"~2015-07-01~0~"druif"~50.8184901~3.4610935
"733"~2015-09-01~0~"druif"~50.8184901~3.4610935
"734"~2015-09-16~3~"druif"~50.8184901~3.4610935
"736"~2015-08-01~0~"druif"~50.8184901~3.4610935
"762"~2015-07-16~0~"druif"~52.7547797~6.2230013
"763"~2015-09-01~10~"druif"~52.7547797~6.2230013
"765"~2015-07-01~0~"druif"~52.7547797~6.2230013
"768"~2015-08-01~1~"druif"~52.7547797~6.2230013
"769"~2015-10-01~9~"druif"~51.5729785~5.3157555
"771"~2015-08-01~0~"druif"~51.5729785~5.3157555
"775"~2015-09-16~2~"druif"~51.5729785~5.3157555
"777"~2015-09-16~3~"druif"~51.311708~5.3397275
"779"~2015-08-01~4~"druif"~51.311708~5.3397275
"781"~2015-08-16~14~"druif"~51.311708~5.3397275
"782"~2015-10-01~208~"druif"~51.311708~5.3397275
"783"~2015-09-01~19~"druif"~51.311708~5.3397275
"784"~2015-10-16~171~"druif"~51.311708~5.3397275
"785"~2015-09-16~1~"druif"~52.153385~4.7058246
"788"~2015-09-01~2~"druif"~52.153385~4.7058246
"801"~2015-07-16~0~"druif"~52.687928~4.8034018
"802"~2015-07-01~0~"druif"~52.687928~4.8034018
"803"~2015-09-01~2~"druif"~52.687928~4.8034018
"804"~2015-10-01~30~"druif"~52.687928~4.8034018
"805"~2015-08-01~4~"druif"~52.687928~4.8034018
"806"~2015-09-16~28~"druif"~52.687928~4.8034018
"807"~2015-08-16~6~"druif"~52.687928~4.8034018
"808"~2015-10-16~22~"druif"~52.687928~4.8034018
"821"~2015-07-16~0~"druif"~51.4146834~5.4325098
"825"~2015-08-16~5~"druif"~51.5386082~5.0824051
"827"~2015-07-01~0~"druif"~51.5386082~5.0824051
"828"~2015-07-16~0~"druif"~51.5386082~5.0824051
"830"~2015-09-01~5~"druif"~51.5386082~5.0824051
"832"~2015-08-01~0~"druif"~51.5386082~5.0824051
"834"~2015-08-16~5~"druif"~51.2723031~4.0520991
"836"~2015-09-16~26~"druif"~51.2723031~4.0520991
"837"~2015-10-01~48~"druif"~51.2723031~4.0520991
"838"~2015-07-16~5~"druif"~51.2723031~4.0520991
"840"~2015-09-01~6~"druif"~51.2723031~4.0520991
"841"~2015-07-16~0~"druif"~51.8687375~5.9518546
"846"~2015-07-01~0~"druif"~51.8687375~5.9518546
"849"~2015-10-01~19~"druif"~51.7378506~5.9081741
"850"~2015-07-01~0~"druif"~51.7378506~5.9081741
"852"~2015-09-16~4~"druif"~51.7378506~5.9081741
"853"~2015-09-01~0~"druif"~51.7378506~5.9081741
"854"~2015-08-01~0~"druif"~51.7378506~5.9081741
"855"~2015-07-16~0~"druif"~51.7378506~5.9081741
"856"~2015-10-16~20~"druif"~51.7378506~5.9081741
"865"~2015-10-01~52~"druif"~51.4821888~3.9190148
"866"~2015-09-01~0~"druif"~51.4821888~3.9190148
"868"~2015-07-01~0~"druif"~51.4821888~3.9190148
"869"~2015-08-16~0~"druif"~51.4821888~3.9190148
"870"~2015-09-16~23~"druif"~51.4821888~3.9190148
"871"~2015-08-01~0~"druif"~51.4821888~3.9190148
"872"~2015-07-16~0~"druif"~51.4821888~3.9190148
"892"~2015-07-01~0~"druif"~52.3991257~5.2645769
"898"~2015-10-01~11~"druif"~51.9334281~6.0418317
"899"~2015-07-16~1~"druif"~51.9334281~6.0418317
"900"~2015-08-16~2~"druif"~51.9334281~6.0418317
"903"~2015-09-01~2~"druif"~51.9334281~6.0418317
"904"~2015-08-01~12~"druif"~51.9334281~6.0418317
"905"~2015-10-01~31~"druif"~51.993053~5.8954419
"906"~2015-07-16~0~"druif"~51.993053~5.8954419
"907"~2015-09-01~0~"druif"~51.993053~5.8954419
"908"~2015-07-01~0~"druif"~51.993053~5.8954419
"910"~2015-08-01~4~"druif"~51.993053~5.8954419
"911"~2015-09-16~48~"druif"~51.993053~5.8954419
"923"~2015-07-01~0~"druif"~51.4517177~6.2036244
"926"~2015-08-01~0~"druif"~51.4517177~6.2036244
"953"~2015-09-01~42~"druif"~50.9609543~4.9141415
"954"~2015-10-01~693~"druif"~50.9609543~4.9141415
"956"~2015-07-01~1~"druif"~50.9609543~4.9141415
"959"~2015-07-16~3~"druif"~50.9609543~4.9141415
"960"~2015-08-16~64~"druif"~50.9609543~4.9141415
"961"~2015-07-01~0~"druif"~51.6011986~4.4782052
"965"~2015-07-16~0~"druif"~51.6011986~4.4782052
"967"~2015-10-16~1~"druif"~51.6011986~4.4782052
"968"~2015-10-01~1~"druif"~51.6011986~4.4782052
"970"~2015-08-01~0~"druif"~51.9549242~5.5547738
"971"~2015-07-01~0~"druif"~51.9549242~5.5547738
"972"~2015-07-16~0~"druif"~51.9549242~5.5547738
"985"~2015-07-16~2~"druif"~52.0783777~5.2479802
"986"~2015-07-01~1~"druif"~52.0783777~5.2479802
"988"~2015-08-16~1~"druif"~52.0783777~5.2479802
"989"~2015-10-01~91~"druif"~52.0783777~5.2479802
"990"~2015-10-16~10~"druif"~52.0783777~5.2479802
"991"~2015-08-01~1~"druif"~52.0783777~5.2479802
"992"~2015-09-01~2~"druif"~52.0783777~5.2479802
"993"~2015-09-16~7~"druif"~51.9859814~5.4896144
"994"~2015-10-01~2~"druif"~51.9859814~5.4896144
"995"~2015-08-01~0~"druif"~51.9859814~5.4896144
"998"~2015-09-01~1~"druif"~51.9859814~5.4896144
"1001"~2015-09-16~2~"druif"~52.6832425~5.0389498
"1002"~2015-07-01~0~"druif"~52.6832425~5.0389498
"1008"~2015-08-01~0~"druif"~52.6832425~5.0389498
"1013"~2015-08-01~20~"druif"~50.7886146~5.9501246
"1041"~2015-08-16~3~"druif"~51.9573174~5.2412414
"1042"~2015-07-01~0~"druif"~51.9573174~5.2412414
"1043"~2015-10-16~14~"druif"~51.9573174~5.2412414
"1044"~2015-09-16~4~"druif"~51.9573174~5.2412414
"1045"~2015-09-01~4~"druif"~51.9573174~5.2412414
"1046"~2015-08-01~11~"druif"~51.9573174~5.2412414
"1047"~2015-07-16~1~"druif"~51.9573174~5.2412414
"1048"~2015-10-01~20~"druif"~51.9573174~5.2412414
"1097"~2015-09-16~15~"druif"~51.7939895~4.7356709
"1102"~2015-09-01~5~"druif"~51.7939895~4.7356709
"1105"~2015-07-16~2~"druif"~50.8520564~5.8764699
"1109"~2015-08-01~1~"druif"~50.8520564~5.8764699
"1112"~2015-07-01~0~"druif"~50.8520564~5.8764699
"1154"~2015-07-16~0~"druif"~52.037474~6.0992984
"1156"~2015-07-01~0~"druif"~52.037474~6.0992984
"316"~2014-10-16~4~"kers"~50.7983~5.17884
"3171"~2014-11-01~40~"kers"~50.7983~5.17884
"318"~2014-11-01~21~"kers"~50.7983~5.17884
"3191"~2014-11-16~15~"kers"~50.7983~5.17884
"320"~2014-11-16~14~"kers"~50.7983~5.17884
"3211"~2014-12-01~0~"kers"~50.7983~5.17884
"3221"~2014-12-01~4~"kers"~50.7983~5.17884
"3231"~2014-12-16~5~"kers"~50.7983~5.17884
"324"~2014-12-16~4~"kers"~50.7983~5.17884
"325"~2015-01-01~0~"kers"~50.7983~5.17884
"3261"~2015-01-01~0~"kers"~50.7983~5.17884
"3271"~2015-01-01~0~"kers"~50.7983~5.17884
"3281"~2015-01-16~1~"kers"~50.7983~5.17884
"3291"~2015-01-16~1~"kers"~50.7983~5.17884
"3301"~2015-02-01~1~"kers"~50.7983~5.17884
"3311"~2015-02-01~0~"kers"~50.7983~5.17884
"332"~2015-02-16~1~"kers"~50.7983~5.17884
"3331"~2015-02-16~0~"kers"~50.7983~5.17884
"334"~2015-03-01~0~"kers"~50.7983~5.17884
"3351"~2015-03-01~7~"kers"~50.7983~5.17884
"3361"~2015-03-16~1~"kers"~50.7983~5.17884
"337"~2015-03-16~1~"kers"~50.7983~5.17884
"338"~2015-04-01~0~"kers"~50.7983~5.17884
"339"~2015-04-01~0~"kers"~50.7983~5.17884
"340"~2015-04-16~1~"kers"~50.7983~5.17884
"341"~2015-04-16~0~"kers"~50.7983~5.17884
"342"~2015-04-16~1~"kers"~50.7983~5.17884
"343"~2015-05-01~4~"kers"~50.7983~5.17884
"344"~2015-05-01~0~"kers"~50.7983~5.17884
"3451"~2015-05-16~0~"kers"~50.7983~5.17884
"3461"~2015-06-01~1~"kers"~50.7983~5.17884
"3471"~2015-06-16~0~"kers"~50.7983~5.17884
"3481"~2015-06-16~1~"kers"~50.7983~5.17884
"349"~2015-07-01~0~"kers"~50.7983~5.17884
"3501"~2015-07-16~1~"kers"~50.7983~5.17884
"351"~2015-07-16~0~"kers"~50.7983~5.17884
"3521"~2015-08-01~1~"kers"~50.7983~5.17884
"3531"~2014-10-16~154~"appel"~50.85519~4.87451
"354"~2014-11-01~83~"appel"~50.85519~4.87451
"3551"~2014-11-01~10~"appel"~50.85519~4.87451
"356"~2014-11-16~5~"appel"~50.85519~4.87451
"3571"~2014-11-16~15~"appel"~50.85519~4.87451
"3581"~2014-12-01~1~"appel"~50.85519~4.87451
"359"~2014-12-01~0~"appel"~50.85519~4.87451
"360"~2014-12-16~0~"appel"~50.85519~4.87451
"361"~2014-12-16~0~"appel"~50.85519~4.87451
"362"~2015-01-01~0~"appel"~50.85519~4.87451
"363"~2015-01-01~0~"appel"~50.85519~4.87451
"364"~2015-01-01~0~"appel"~50.85519~4.87451
"365"~2015-01-16~0~"appel"~50.85519~4.87451
"3661"~2015-01-16~0~"appel"~50.85519~4.87451
"3671"~2015-02-01~0~"appel"~50.85519~4.87451
"368"~2015-02-01~0~"appel"~50.85519~4.87451
"3691"~2015-02-16~0~"appel"~50.85519~4.87451
"370"~2015-02-16~0~"appel"~50.85519~4.87451
"3711"~2015-03-01~0~"appel"~50.85519~4.87451
"3721"~2015-03-01~0~"appel"~50.85519~4.87451
"3731"~2015-03-16~0~"appel"~50.85519~4.87451
"3741"~2015-03-16~0~"appel"~50.85519~4.87451
"375"~2015-04-01~0~"appel"~50.85519~4.87451
"376"~2015-04-01~0~"appel"~50.85519~4.87451
"377"~2015-04-16~2~"appel"~50.85519~4.87451
"378"~2015-04-16~0~"appel"~50.85519~4.87451
"379"~2015-04-16~0~"appel"~50.85519~4.87451
"380"~2015-05-01~2~"appel"~50.85519~4.87451
"381"~2015-05-01~0~"appel"~50.85519~4.87451
"382"~2015-05-16~0~"appel"~50.85519~4.87451
"383"~2015-06-01~2~"appel"~50.85519~4.87451
"384"~2015-06-16~0~"appel"~50.85519~4.87451
"385"~2015-06-16~3~"appel"~50.85519~4.87451
"386"~2015-07-01~1~"appel"~50.85519~4.87451
"387"~2015-07-16~4~"appel"~50.85519~4.87451
"388"~2015-07-16~0~"appel"~50.85519~4.87451
"389"~2015-08-01~6~"appel"~50.85519~4.87451
"390"~2014-10-16~1~"kleinfruit"~50.85519~4.87451
"391"~2014-11-01~0~"kleinfruit"~50.85519~4.87451
"392"~2014-11-01~3~"kleinfruit"~50.85519~4.87451
"393"~2014-11-16~6~"kleinfruit"~50.85519~4.87451
"394"~2014-11-16~2~"kleinfruit"~50.85519~4.87451
"395"~2014-12-01~0~"kleinfruit"~50.85519~4.87451
"3961"~2014-12-01~0~"kleinfruit"~50.85519~4.87451
"397"~2014-12-16~0~"kleinfruit"~50.85519~4.87451
"398"~2014-12-16~0~"kleinfruit"~50.85519~4.87451
"399"~2015-01-01~0~"kleinfruit"~50.85519~4.87451
"400"~2015-01-01~0~"kleinfruit"~50.85519~4.87451
"401"~2015-01-01~0~"kleinfruit"~50.85519~4.87451
"402"~2015-01-16~0~"kleinfruit"~50.85519~4.87451
"403"~2015-01-16~0~"kleinfruit"~50.85519~4.87451
"404"~2015-02-01~0~"kleinfruit"~50.85519~4.87451
"405"~2015-02-01~0~"kleinfruit"~50.85519~4.87451
"406"~2015-02-16~0~"kleinfruit"~50.85519~4.87451
"407"~2015-02-16~0~"kleinfruit"~50.85519~4.87451
"408"~2015-03-01~0~"kleinfruit"~50.85519~4.87451
"409"~2015-03-01~0~"kleinfruit"~50.85519~4.87451
"410"~2015-03-16~0~"kleinfruit"~50.85519~4.87451
"411"~2015-03-16~0~"kleinfruit"~50.85519~4.87451
"412"~2015-04-01~0~"kleinfruit"~50.85519~4.87451
"413"~2015-04-01~0~"kleinfruit"~50.85519~4.87451
"414"~2015-04-16~1~"kleinfruit"~50.85519~4.87451
"415"~2015-04-16~0~"kleinfruit"~50.85519~4.87451
"416"~2015-04-16~0~"kleinfruit"~50.85519~4.87451
"4171"~2015-05-01~1~"kleinfruit"~50.85519~4.87451
"4181"~2015-05-01~0~"kleinfruit"~50.85519~4.87451
"419"~2015-05-16~4~"kleinfruit"~50.85519~4.87451
"4201"~2015-06-01~0~"kleinfruit"~50.85519~4.87451
"421"~2015-06-16~0~"kleinfruit"~50.85519~4.87451
"4221"~2015-06-16~2~"kleinfruit"~50.85519~4.87451
"423"~2015-07-01~3~"kleinfruit"~50.85519~4.87451
"424"~2015-07-16~2~"kleinfruit"~50.85519~4.87451
"425"~2015-07-16~1~"kleinfruit"~50.85519~4.87451
"426"~2015-08-01~7~"kleinfruit"~50.85519~4.87451
"427"~2014-11-01~90~"peer"~50.81235~5.28368
"428"~2014-11-01~112~"peer"~50.81235~5.28368
"429"~2014-11-16~18~"peer"~50.81235~5.28368
"430"~2014-12-01~46~"peer"~50.81235~5.28368
"431"~2014-12-01~24~"peer"~50.81235~5.28368
"432"~2014-12-16~9~"peer"~50.81235~5.28368
"433"~2015-01-01~2~"peer"~50.81235~5.28368
"434"~2015-01-01~0~"peer"~50.81235~5.28368
"435"~2015-01-16~0~"peer"~50.81235~5.28368
"436"~2015-01-16~0~"peer"~50.81235~5.28368
"437"~2015-02-01~0~"peer"~50.81235~5.28368
"438"~2015-02-01~0~"peer"~50.81235~5.28368
"439"~2015-02-16~2~"peer"~50.81235~5.28368
"4401"~2015-02-16~0~"peer"~50.81235~5.28368
"441"~2015-03-01~0~"peer"~50.81235~5.28368
"442"~2015-03-01~1~"peer"~50.81235~5.28368
"443"~2015-03-16~5~"peer"~50.81235~5.28368
"444"~2015-03-16~2~"peer"~50.81235~5.28368
"445"~2015-04-01~2~"peer"~50.81235~5.28368
"446"~2015-04-01~1~"peer"~50.81235~5.28368
"447"~2015-04-16~1~"peer"~50.81235~5.28368
"448"~2015-04-16~3~"peer"~50.81235~5.28368
"449"~2015-04-16~2~"peer"~50.81235~5.28368
"450"~2015-05-01~5~"peer"~50.81235~5.28368
"451"~2015-05-01~0~"peer"~50.81235~5.28368
"452"~2015-05-16~0~"peer"~50.81235~5.28368
"453"~2015-05-16~3~"peer"~50.81235~5.28368
"454"~2015-06-01~2~"peer"~50.81235~5.28368
"455"~2015-06-16~2~"peer"~50.81235~5.28368
"456"~2015-06-16~1~"peer"~50.81235~5.28368
"4571"~2015-07-01~1~"peer"~50.81235~5.28368
"4581"~2015-07-16~5~"peer"~50.81235~5.28368
"459"~2015-07-16~3~"peer"~50.81235~5.28368
"4601"~2015-08-01~37~"peer"~50.81235~5.28368
"4611"~2014-11-16~775~"kers"~50.78103~5.29062
"462"~2014-11-16~2194~"kers"~50.78103~5.29062
"463"~2014-12-01~359~"kers"~50.78103~5.29062
"464"~2014-12-01~533~"kers"~50.78103~5.29062
"465"~2015-01-01~495~"kers"~50.78103~5.29062
"466"~2015-01-01~32~"kers"~50.78103~5.29062
"467"~2015-01-16~102~"kers"~50.78103~5.29062
"4681"~2015-01-16~2~"kers"~50.78103~5.29062
"4691"~2015-02-01~1~"kers"~50.78103~5.29062
"470"~2015-02-01~2~"kers"~50.78103~5.29062
